Latitude,Longitude,Comentários
-23.1230896,-45.7270281,05/05/2016 a tarde
-22.99727,-45.5305134,15/05/2016 de madrugada
-22.99727,-45.5305134,15/05/2016 de madrugada
-23.3053105,-45.9447497,16/05/2016 de madrugada
-23.0262035,-45.5574249,06/05/2016 de madrugada
-23.1778716,-45.8212968,02/05/2016 de madrugada
-23.2853257,-45.9690344,17/05/2016 de madrugada
-23.1715983,-45.80357679999999,03/05/2016 de madrugada
-23.3047844,-45.97118039999999,17/05/2016 pela manhã
-23.1690949,-45.8148928,03/05/2016 de madrugada
-23.0326059,-45.5597644,06/05/2016 a tarde
-23.1690949,-45.8148928,03/05/2016 de madrugada
-22.7317836,-45.12221230000001,10/05/2016 a noite
-22.7317836,-45.12221230000001,10/05/2016 a noite
-22.7410396,-45.1186313,13/05/2016 a noite
-23.3025988,-45.9656569,24/05/2016 pela manhã
-23.016369,-45.5824287,17/05/2016 de madrugada
-23.0422266,-45.5640899,12/05/2016 pela manhã
-23.3055703,-45.9698168,24/05/2016 pela manhã
-22.7424727,-45.5970476,14/05/2016 a noite
-22.955779,-45.5074401,20/05/2016 em hora incerta
-23.0025345,-45.5655721,19/05/2016 de madrugada
-23.0112259,-45.569161,19/05/2016 pela manhã
-23.0433856,-45.5763019,13/05/2016 a tarde
-23.0094571,-45.5583913,19/05/2016 a tarde
-22.7337997,-45.1204337,17/05/2016 a noite
-23.3090425,-45.941862,02/05/2016 de madrugada
-22.9309731,-45.4655481,31/05/2016 pela manhã
-23.3032591,-45.9736913,31/05/2016 pela manhã
-23.0193845,-45.5731182,23/05/2016 de madrugada
-23.0337789,-45.5656427,18/05/2016 a tarde
-23.0208577,-45.56066269999999,23/05/2016 pela manhã
-23.2287534,-45.88796319999999,04/05/2016 de madrugada
-23.0357796,-45.5604492,23/05/2016 de madrugada
-23.2529745,-45.8840369,04/05/2016 de madrugada
-23.190079,-45.79323840000001,16/05/2016 a noite
-23.0138534,-45.5600695,24/05/2016 a noite
-23.1927956,-45.7899287,17/05/2016 de madrugada
-23.2058713,-45.85412059999999,17/05/2016 de madrugada
-22.9234758,-45.4691988,05/05/2016 a noite
-22.9382453,-45.458474,06/05/2016 a tarde
-23.2309151,-45.8884041,10/05/2016 a noite
-22.9279548,-45.4623242,07/05/2016 pela manhã
-22.7482243,-45.1220406,29/05/2016 a noite
-23.2185151,-45.8936552,12/05/2016 a noite
-23.2752244,-45.9507981,12/05/2016 de madrugada
-23.2037271,-45.8955574,13/05/2016 a noite
-23.2106147,-45.8078034,24/05/2016 a noite
-22.9473252,-45.4052897,13/05/2016 a noite
-23.2485746,-45.8887352,17/05/2016 de madrugada
-23.2379009,-45.8848078,20/05/2016 pela manhã
-22.9419567,-45.4109095,15/05/2016 em hora incerta
-23.2183065,-45.8934451,20/05/2016 em hora incerta
-23.2217286,-45.89068169999999,23/05/2016 de madrugada
-23.218779,-45.8538201,30/05/2016 a noite
-23.7873659,-45.5657785,06/05/2016 a tarde
-23.2220722,-45.8956546,24/05/2016 de madrugada
-23.2509925,-45.83136589999999,31/05/2016 a noite
-23.3008193,-45.9580955,24/05/2016 de madrugada
-22.9279916,-45.4622695,21/05/2016 pela manhã
-23.233401,-45.8849166,30/05/2016 de madrugada
-23.3079844,-45.9397318,25/05/2016 pela manhã
-23.3024617,-45.9605209,25/05/2016 a noite
-22.9264325,-45.4623567,28/05/2016 pela manhã
-22.9493743,-45.4758851,28/05/2016 a noite
-23.3181172,-45.93633920000001,01/05/2016 pela manhã
-23.8129971,-45.3627309,29/05/2016 em hora incerta
-23.2945385,-45.9546178,01/05/2016 a noite
-23.2658138,-45.9340429,02/05/2016 em hora incerta
-23.3039692,-45.9660107,04/05/2016 a noite
-23.2917802,-45.9570284,04/05/2016 a noite
-23.3116217,-46.0087872,05/05/2016 em hora incerta
-23.3291158,-45.9960811,05/05/2016 a noite
-23.3142177,-45.9248729,08/05/2016 a noite
-23.3074481,-46.027041,08/05/2016 de madrugada
-23.3026539,-45.9752198,08/05/2016 a noite
-23.3050756,-46.0215489,11/05/2016 de madrugada
