Latitude,Longitude,Comentários
-23.2365249,-45.8288228,22/01/2016 a noite
-23.2570272,-45.9247638,19/01/2016 a tarde
-23.2270164,-45.9010233,19/01/2016 a tarde
-23.1691014,-45.8372925,24/01/2016 de madrugada
-23.2540282,-45.9329679,20/01/2016 pela manhã
-23.2540282,-45.9329679,20/01/2016 pela manhã
-23.1883305,-45.8574666,20/01/2016 pela manhã
-23.202687,-45.9560507,21/01/2016 pela manhã
-23.2405629,-45.9065638,22/01/2016 a noite
-23.260539,-45.9521965,29/01/2016 a noite
-23.260539,-45.9521965,29/01/2016 a noite
-23.245766,-45.9048447,22/01/2016 a noite
-23.2473698,-45.9141688,23/01/2016 a noite
-23.6301696,-45.3851655,22/01/2016 a noite
-23.6301696,-45.3851655,22/01/2016 a noite
-23.2512055,-45.9086255,24/01/2016 a noite
-23.2664267,-45.8648929,24/01/2016 a noite
-23.0004296,-45.5504228,27/01/2016 pela manhã
-23.254193,-45.9100579,25/01/2016 a noite
-23.2912383,-45.9514211,26/01/2016 a noite
-23.6155282,-45.378894,25/01/2016 a noite
-23.117095,-45.7156186,31/01/2016 de madrugada
-23.117095,-45.7156186,31/01/2016 de madrugada
-23.254193,-45.9100579,26/01/2016 a noite
-23.1800201,-45.8516513,26/01/2016 pela manhã
-23.2630528,-45.8896504,26/01/2016 a noite
-23.1726328,-45.8212756,27/01/2016 a noite
-23.2945154,-45.9588273,28/01/2016 pela manhã
-23.2379455,-45.90973109999999,29/01/2016 a noite
-23.2193842,-45.8891493,30/01/2016 de madrugada
-23.2408088,-45.881598,31/01/2016 de madrugada
-23.275249,-45.97436889999999,27/01/2016 pela manhã
-23.275249,-45.97436889999999,27/01/2016 pela manhã
-23.117095,-45.7156186,29/01/2016 a tarde
-23.117095,-45.7156186,29/01/2016 a tarde
-23.117095,-45.7156186,29/01/2016 a tarde
-23.2240231,-45.8890795,09/01/2016 a noite
-23.2766532,-45.94585379999999,13/01/2016 a noite
-23.2766532,-45.94585379999999,13/01/2016 a noite
-23.2594421,-45.8998405,21/01/2016 a noite
-23.2432384,-45.8931542,23/01/2016 a noite
-23.2855583,-45.9499435,24/01/2016 de madrugada
-23.3043977,-45.9540753,28/01/2016 a noite
-22.5301289,-44.7764864,02/02/2016 de madrugada
-22.5146698,-44.701319,05/02/2016 a noite
-22.5146698,-44.701319,06/02/2016 a noite
-22.5398686,-44.77497839999999,08/02/2016 de madrugada
-20.9527051,-41.3372524,05/02/2016 a noite
-22.5761305,-44.9575427,11/02/2016 a tarde
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2740221,-45.9452345,18/02/2016 a noite
-23.2153779,-45.9095929,01/02/2016 pela manhã
-23.222428,-45.8924408,16/02/2016 de madrugada
-22.5731318,-44.9625565,22/02/2016 pela manhã
-23.1933722,-45.8702141,02/02/2016 de madrugada
-23.2276746,-45.9264807,04/02/2016 de madrugada
-22.5782204,-44.9715985,25/02/2016 a tarde
-22.580912,-44.9618927,26/02/2016 a tarde
-23.232802,-45.8940797,11/02/2016 a tarde
-23.601877,-45.3558368,29/02/2016 a tarde
-23.0314702,-45.613328,03/02/2016 de madrugada
-22.6901016,-45.7307819,09/02/2016 de madrugada
-23.2291843,-45.9125788,12/02/2016 de madrugada
-22.6851527,-45.7316833,09/02/2016 pela manhã
-23.2061333,-46.1547799,29/02/2016 a tarde
-23.2213951,-45.9085493,16/02/2016 pela manhã
-23.1619106,-45.8916192,02/02/2016 de madrugada
-23.1844262,-45.8875859,15/02/2016 a noite
-23.1851607,-45.8525786,02/02/2016 de madrugada
-22.7941614,-45.2212068,01/02/2016 a tarde
-23.2213373,-45.907568,25/02/2016 em hora incerta
-22.8001369,-45.1845201,04/02/2016 a tarde
-23.1619106,-45.8916192,10/02/2016 de madrugada
-23.1681618,-45.8371301,10/02/2016 a noite
-22.7269001,-45.110203,02/02/2016 a tarde
-23.694225,-45.44426360000001,02/02/2016 pela manhã
-23.1906908,-45.8783198,29/02/2016 de madrugada
-22.8209908,-45.193106,10/02/2016 pela manhã
-23.1661681,-45.8382906,17/02/2016 pela manhã
-23.3106807,-45.9984053,10/02/2016 em hora incerta
-23.1332801,-45.768199,18/02/2016 de madrugada
-22.9539252,-45.4090285,24/02/2016 de madrugada
-23.7097966,-45.4423216,11/02/2016 de madrugada
-23.7147085,-45.44336759999999,15/02/2016 de madrugada
-22.663565,-45.0069258,16/02/2016 a noite
-23.1949948,-45.90196210000001,25/02/2016 a noite
-22.9205938,-45.4643608,01/02/2016 a tarde
-23.1601442,-45.8990526,26/02/2016 pela manhã
-23.3104666,-45.9901658,17/02/2016 pela manhã
-22.5725217,-44.9596493,10/02/2016 a tarde
-23.30011,-45.9810278,18/02/2016 de madrugada
-22.7343016,-45.1216428,23/02/2016 em hora incerta
-23.179867,-45.8545144,26/02/2016 a tarde
-23.3028864,-45.9673266,02/02/2016 pela manhã
-23.3232434,-45.9845453,19/02/2016 de madrugada
-23.2466641,-45.8316599,01/02/2016 a noite
-23.3107976,-46.0048385,23/02/2016 de madrugada
-23.1820097,-45.8293212,02/02/2016 em hora incerta
-22.5729724,-44.9717959,14/02/2016 a noite
-22.5805637,-44.9642796,15/02/2016 a noite
-22.5825701,-44.97220739999999,15/02/2016 a noite
-23.2505571,-45.8859358,03/02/2016 em hora incerta
-22.8217868,-45.1948941,13/02/2016 em hora incerta
-23.2201504,-45.8926332,03/02/2016 em hora incerta
-22.9622453,-45.55240269999999,08/02/2016 a noite
-23.166756,-45.8054327,04/02/2016 de madrugada
-22.8111845,-45.17848439999999,14/02/2016 a noite
-23.2186449,-45.8935832,04/02/2016 a tarde
-23.3022,-45.9644465,11/02/2016 pela manhã
-22.8170637,-45.1867625,16/02/2016 a noite
-23.3059672,-45.9675986,11/02/2016 pela manhã
-22.8085754,-45.1897969,21/02/2016 a noite
-23.2207635,-45.889302,05/02/2016 de madrugada
-22.7522715,-45.1156438,07/02/2016 a noite
-23.2194468,-45.89289309999999,10/02/2016 a tarde
-22.5633933,-44.912387,22/02/2016 a tarde
-23.2604506,-45.8885687,02/02/2016 a tarde
-23.2412071,-45.8296426,11/02/2016 a noite
-22.9548654,-45.4603159,05/02/2016 de madrugada
-23.2690442,-45.900693,10/02/2016 em hora incerta
-22.7175362,-45.6235783,15/02/2016 pela manhã
-23.288376,-45.9443061,04/02/2016 de madrugada
-23.0303273,-45.5529303,12/02/2016 pela manhã
-22.5405732,-44.9074213,27/02/2016 a noite
-22.9432847,-45.4637169,06/02/2016 a tarde
-23.2381494,-45.8842191,12/02/2016 pela manhã
-23.3085213,-45.9665481,18/02/2016 pela manhã
-23.2438035,-45.90214049999999,12/02/2016 de madrugada
-23.0381653,-45.5687453,12/02/2016 em hora incerta
-22.5812552,-44.9732701,29/02/2016 a noite
-22.9372935,-45.4511634,07/02/2016 a noite
-23.2206914,-45.8848282,15/02/2016 pela manhã
-22.7430123,-45.113465,14/02/2016 pela manhã
-23.1999037,-45.8856914,15/02/2016 pela manhã
-22.8472623,-45.60358189999999,20/02/2016 a tarde
-22.7723805,-45.1346101,22/02/2016 em hora incerta
-23.3001275,-45.9759737,01/02/2016 a noite
-23.3048444,-45.9723932,23/02/2016 pela manhã
-23.2722831,-45.9012161,04/02/2016 em hora incerta
-23.1830679,-45.8747199,17/02/2016 pela manhã
-23.2659892,-45.8880056,17/02/2016 de madrugada
-22.7291169,-45.120945,16/02/2016 a noite
-23.220114,-45.8797508,18/02/2016 a tarde
-23.3059672,-45.9675986,24/02/2016 a tarde
-23.2351623,-45.8884425,18/02/2016 de madrugada
-23.168137,-45.7676655,19/02/2016 a noite
-23.2937316,-45.9585575,25/02/2016 a noite
-23.2250381,-45.8869886,18/02/2016 de madrugada
-23.2250381,-45.8869886,18/02/2016 de madrugada
-23.2924172,-45.9628229,25/02/2016 pela manhã
40.5028662,-7.7358668,24/02/2016 em hora incerta
-22.9239146,-45.4650053,09/02/2016 a tarde
-23.2379058,-45.8847281,19/02/2016 pela manhã
-23.0029,-45.5522965,24/02/2016 a tarde
-22.9677288,-45.53971689999999,26/02/2016 a noite
-23.2698632,-45.8848954,22/02/2016 de madrugada
-23.2918435,-45.9569599,05/02/2016 a noite
-22.8999587,-45.4824207,29/02/2016 em hora incerta
-23.0546685,-45.5711299,19/02/2016 em hora incerta
-23.3025839,-45.965623,15/02/2016 a tarde
-23.2223659,-45.8872949,23/02/2016 em hora incerta
-23.1729579,-45.8166988,23/02/2016 em hora incerta
-23.2636305,-45.9359117,16/02/2016 de madrugada
-23.0178681,-45.5505761,22/02/2016 pela manhã
-23.258847,-45.8793671,23/02/2016 pela manhã
-22.7324641,-45.1020209,24/02/2016 de madrugada
-22.740829,-45.1066554,24/02/2016 de madrugada
-22.8488685,-45.2317256,06/02/2016 em hora incerta
-23.2520545,-45.88555059999999,24/02/2016 pela manhã
-23.3010796,-45.9299865,07/02/2016 em hora incerta
-22.7430573,-45.0955628,28/02/2016 pela manhã
-23.2225592,-45.8906461,25/02/2016 de madrugada
-23.2258745,-45.8829127,25/02/2016 pela manhã
-22.9253785,-45.4596278,17/02/2016 a tarde
-23.2183065,-45.8934451,25/02/2016 pela manhã
-23.1657071,-45.80450339999999,29/02/2016 a tarde
-23.2971865,-45.9563498,09/02/2016 de madrugada
-23.100521,-45.6850564,04/02/2016 a tarde
-23.2965526,-45.9375761,10/02/2016 de madrugada
-23.3041064,-45.9647178,13/02/2016 a noite
-23.7902093,-45.5686626,09/02/2016 a noite
-23.8197101,-45.3768457,16/02/2016 a noite
-23.2911504,-45.95620599999999,26/02/2016 pela manhã
-23.3106029,-45.9603846,14/02/2016 de madrugada
-23.4085252,-45.8878747,14/02/2016 pela manhã
-23.0997279,-45.7071777,10/02/2016 a noite
-23.0250762,-45.5638659,01/02/2016 a noite
-23.0997279,-45.7071777,10/02/2016 pela manhã
-23.3106073,-46.00092979999999,15/02/2016 em hora incerta
-23.1184565,-45.7198382,10/02/2016 a tarde
38.5185797,-8.8316751,06/02/2016 a noite
-23.0396327,-45.6118951,01/02/2016 em hora incerta
-23.2893912,-45.947074,17/02/2016 de madrugada
-23.028271,-45.56028560000001,04/02/2016 a noite
-23.8158392,-45.3664809,29/02/2016 pela manhã
-23.3126636,-46.0086252,23/02/2016 a noite
-23.0276739,-45.5527526,06/02/2016 pela manhã
-23.0788656,-45.6177954,06/02/2016 de madrugada
-23.7914964,-45.4002352,12/02/2016 a tarde
-23.7955368,-45.4147246,12/02/2016 a noite
-23.3037786,-45.9671753,27/02/2016 em hora incerta
-23.0738844,-45.5664854,07/02/2016 pela manhã
-23.2972872,-45.9788781,27/02/2016 pela manhã
-23.1591555,-45.8972213,07/02/2016 pela manhã
-23.3035597,-45.9791168,27/02/2016 de madrugada
-23.0409033,-45.5511022,07/02/2016 a noite
-23.1942488,-45.8914213,01/02/2016 pela manhã
-23.0359902,-45.5580452,08/02/2016 a noite
-23.305325,-45.96109,28/02/2016 pela manhã
-23.0950928,-45.7055478,17/02/2016 a noite
-23.2543109,-45.8360117,28/02/2016 em hora incerta
-23.2049854,-45.8949401,02/02/2016 a noite
-23.1989332,-45.8842694,02/02/2016 a noite
-23.03472,-45.5796322,09/02/2016 em hora incerta
-23.0300245,-45.5376833,12/02/2016 a noite
-23.0252166,-45.5494907,13/02/2016 a tarde
-23.6038687,-45.3509344,01/02/2016 a tarde
-23.1139675,-45.702146,24/02/2016 em hora incerta
-23.117095,-45.7156186,25/02/2016 pela manhã
-23.6453455,-45.4279853,01/02/2016 a noite
-23.6038687,-45.3509344,02/02/2016 a tarde
-23.0158811,-45.5572261,15/02/2016 a noite
-23.257781,-45.8961027,02/02/2016 de madrugada
-23.1111368,-45.7183216,26/02/2016 a noite
-23.6544732,-45.433294,02/02/2016 a noite
-23.0157252,-45.55218480000001,16/02/2016 a noite
-23.1860849,-45.8873811,08/02/2016 pela manhã
-23.1856209,-45.7958947,16/02/2016 a noite
-23.2377096,-45.8881013,03/02/2016 pela manhã
-23.2200828,-45.8892179,03/02/2016 a tarde
-23.1742899,-45.8826015,09/02/2016 de madrugada
-23.2503169,-45.9025627,09/02/2016 de madrugada
-23.1979743,-45.8818868,09/02/2016 em hora incerta
-23.1841193,-45.8827609,10/02/2016 em hora incerta
-23.2659906,-45.8955924,04/02/2016 a tarde
-23.0373028,-45.617535,21/02/2016 pela manhã
-23.1794034,-45.8871212,10/02/2016 a noite
-23.6289387,-45.384584,06/02/2016 a tarde
-23.2057177,-45.89952419999999,10/02/2016 pela manhã
-23.2453878,-45.9054276,11/02/2016 de madrugada
-23.239439,-45.9069728,05/02/2016 a tarde
-23.6570616,-46.7763017,05/02/2016 a tarde
-23.0276047,-45.5624294,22/02/2016 a noite
-23.2306398,-45.8818868,05/02/2016 a tarde
-23.2213815,-45.9106433,11/02/2016 a tarde
-23.2471351,-45.8916456,06/02/2016 de madrugada
-23.6570616,-46.7763017,06/02/2016 a tarde
-23.5286186,-45.2256351,01/02/2016 a tarde
-23.0129117,-45.5624129,24/02/2016 pela manhã
-23.2551293,-45.8978376,06/02/2016 em hora incerta
-23.0129117,-45.5624129,24/02/2016 pela manhã
-23.0239016,-45.5607407,24/02/2016 a noite
-23.1605099,-45.8971978,12/02/2016 pela manhã
-23.22826,-45.88505869999999,06/02/2016 a tarde
-23.62909,-45.4153308,09/02/2016 pela manhã
-23.1871503,-45.8819862,13/02/2016 em hora incerta
-23.140913,-45.916298,13/02/2016 pela manhã
-23.0236428,-45.5689736,26/02/2016 a noite
-23.2524276,-45.903584,07/02/2016 pela manhã
-23.1635614,-45.90157259999999,13/02/2016 pela manhã
-23.6251742,-45.3822975,10/02/2016 a tarde
-23.6251742,-45.3822975,10/02/2016 a tarde
-23.6844854,-45.4410917,10/02/2016 de madrugada
-23.2795511,-45.8860671,07/02/2016 pela manhã
-23.2652379,-45.88596099999999,07/02/2016 a noite
-23.0273598,-45.562444,27/02/2016 a tarde
-23.2604883,-45.8971366,08/02/2016 pela manhã
-23.2604883,-45.8971366,08/02/2016 pela manhã
-23.2604883,-45.8971366,08/02/2016 pela manhã
-23.201855,-45.8916236,15/02/2016 a noite
-23.1976704,-45.9031312,15/02/2016 a noite
-23.0524834,-45.5688162,28/02/2016 a tarde
-23.0303897,-45.6123924,29/02/2016 de madrugada
-23.2011875,-45.8803831,12/02/2016 de madrugada
-23.2011875,-45.8803831,12/02/2016 de madrugada
-23.2516475,-45.9080001,12/02/2016 a noite
-23.1654348,-45.8041883,12/02/2016 pela manhã
-23.4342208,-45.07039899999999,05/02/2016 pela manhã
-23.247456,-45.9104562,12/02/2016 a noite
-23.2916234,-45.886183,13/02/2016 de madrugada
-23.2529843,-45.83537159999999,13/02/2016 a noite
-23.4901229,-45.093708,06/02/2016 a tarde
-23.2381494,-45.8842191,13/02/2016 pela manhã
-23.4332279,-45.0786812,07/02/2016 de madrugada
-22.9841513,-45.5142468,07/02/2016 a tarde
-23.2768596,-45.8971613,14/02/2016 pela manhã
-23.201855,-45.8916236,18/02/2016 a noite
-23.2624162,-45.9038478,14/02/2016 a tarde
-23.4626591,-45.0563086,07/02/2016 a tarde
-23.4772281,-45.0708621,07/02/2016 a tarde
-23.2551797,-45.9009298,15/02/2016 a tarde
-23.267854,-45.8617346,16/02/2016 de madrugada
-23.2370237,-45.9038962,16/02/2016 pela manhã
-23.2305088,-45.904418,17/02/2016 pela manhã
-23.6262078,-45.413789,17/02/2016 pela manhã
-12.2496601,-38.9508616,21/02/2016 pela manhã
-23.4879339,-45.10252759999999,12/02/2016 de madrugada
-23.1923421,-45.8953911,22/02/2016 pela manhã
-23.2412166,-45.8889594,19/02/2016 a noite
-23.2240805,-45.9085622,22/02/2016 a tarde
-23.2288729,-45.90284949999999,19/02/2016 de madrugada
-23.2309199,-45.8882445,19/02/2016 a noite
-26.1969171,-48.5283299,15/02/2016 pela manhã
-23.2412792,-45.8887412,20/02/2016 a noite
-23.2477307,-45.8931417,20/02/2016 de madrugada
-23.2038001,-45.9045029,23/02/2016 pela manhã
-23.2270164,-45.9010233,20/02/2016 pela manhã
-23.2493666,-45.9001063,20/02/2016 em hora incerta
-23.2742252,-45.9019472,20/02/2016 a noite
-23.2443626,-45.9042712,21/02/2016 pela manhã
-23.2026322,-45.8832016,24/02/2016 a tarde
-23.4281631,-45.1162345,18/02/2016 de madrugada
-23.2613692,-45.8987927,21/02/2016 em hora incerta
-23.1787845,-45.8884565,24/02/2016 a noite
-23.1802807,-45.8862822,25/02/2016 pela manhã
-23.2555558,-45.9124399,23/02/2016 pela manhã
-23.6373128,-45.4390232,24/02/2016 pela manhã
-23.190637,-45.8799682,25/02/2016 em hora incerta
-23.490603,-45.0875971,21/02/2016 a tarde
-23.2823136,-45.899878,24/02/2016 a noite
-23.2144841,-45.8913603,24/02/2016 a noite
-23.1913694,-45.8767173,28/02/2016 pela manhã
-23.1902764,-45.8743322,28/02/2016 pela manhã
-23.2520545,-45.88555059999999,25/02/2016 pela manhã
-23.6604527,-45.4373078,28/02/2016 a noite
-23.2497058,-45.900697,26/02/2016 de madrugada
-23.2830624,-45.8917284,26/02/2016 de madrugada
-23.2639848,-45.884722,26/02/2016 a noite
-23.2258745,-45.8829127,26/02/2016 pela manhã
-23.2173718,-45.8949492,26/02/2016 a tarde
-23.2173718,-45.8949492,27/02/2016 a tarde
-23.2596573,-45.8990008,27/02/2016 de madrugada
-23.2224226,-45.8889728,27/02/2016 a tarde
-23.2251004,-45.899077,28/02/2016 de madrugada
-23.2337522,-45.9054887,28/02/2016 a tarde
-23.244322,-45.9041388,28/02/2016 a tarde
-23.226347,-45.9020834,28/02/2016 a tarde
-23.2617388,-45.90615649999999,29/02/2016 de madrugada
-23.1956351,-45.8926016,29/02/2016 a noite
-23.2690442,-45.900693,01/02/2016 em hora incerta
-23.2308171,-45.8794026,09/02/2016 em hora incerta
-23.1729579,-45.8166988,19/02/2016 em hora incerta
-23.1725246,-45.81912519999999,24/02/2016 em hora incerta
-23.2342752,-45.8793328,02/02/2016 a tarde
-23.1830514,-45.8711875,02/02/2016 pela manhã
-22.9219192,-45.4623206,03/02/2016 pela manhã
-23.7317566,-45.4212037,05/02/2016 de madrugada
-23.1989332,-45.8842694,06/02/2016 a noite
-23.2308723,-45.88818209999999,07/02/2016 pela manhã
-23.229117,-45.887964,07/02/2016 pela manhã
-23.2477396,-45.9074131,07/02/2016 pela manhã
-23.2473879,-45.9072894,07/02/2016 pela manhã
-23.2190994,-45.892585,09/02/2016 a noite
-23.2664617,-45.8851423,10/02/2016 a noite
-23.1981582,-45.8799354,11/02/2016 a noite
-22.8133095,-45.1924547,11/02/2016 pela manhã
-23.1762544,-45.8585099,12/02/2016 de madrugada
-23.3054137,-45.9576809,12/02/2016 pela manhã
-23.1981655,-45.8835372,13/02/2016 a tarde
-23.2004376,-45.8608932,14/02/2016 de madrugada
-23.0996441,-45.70213409999999,15/02/2016 pela manhã
-23.0250925,-45.5508017,15/02/2016 a tarde
-23.1845134,-45.87520900000001,17/02/2016 a noite
-23.2379009,-45.8848078,17/02/2016 pela manhã
-23.7981446,-45.4003193,17/02/2016 a noite
-23.2987714,-45.9670255,18/02/2016 a noite
-23.1965636,-45.9054655,19/02/2016 a noite
-22.7384369,-45.10936,19/02/2016 a noite
-23.2803809,-45.9720754,19/02/2016 a tarde
-23.2314349,-45.8957911,21/02/2016 pela manhã
-23.247546,-45.8853085,22/02/2016 pela manhã
-23.7812148,-45.5631947,22/02/2016 de madrugada
-23.1919113,-45.8869965,22/02/2016 pela manhã
-23.322896,-45.9528617,22/02/2016 pela manhã
-23.7812148,-45.5631947,23/02/2016 de madrugada
-23.115553,-45.7060022,23/02/2016 a noite
-22.7487743,-45.1250928,24/02/2016 a noite
-23.0172063,-45.5577689,24/02/2016 a noite
-23.117095,-45.7156186,24/02/2016 a noite
-23.2036229,-45.8915423,25/02/2016 a noite
-23.3057128,-45.96135990000001,26/02/2016 a noite
-23.1946925,-45.9041969,27/02/2016 a noite
-23.0257663,-45.5486082,27/02/2016 pela manhã
-23.190044,-45.8740879,27/02/2016 a tarde
-23.2257654,-45.9120345,28/02/2016 de madrugada
-23.2995644,-45.96781439999999,29/02/2016 a noite
-22.7622584,-45.2172142,01/02/2016 pela manhã
-22.8212142,-45.19434529999999,11/02/2016 a tarde
-22.5817114,-44.964346,12/02/2016 de madrugada
-23.2135495,-46.1127108,23/02/2016 a noite
-23.2702213,-45.8887322,11/02/2016 pela manhã
-23.2483928,-45.9142582,12/02/2016 pela manhã
-23.1981482,-45.8791869,11/02/2016 a noite
-23.0855644,-44.95885029999999,14/02/2016 a noite
-23.0855644,-44.95885029999999,16/02/2016 a noite
-23.0394826,-45.6129581,17/02/2016 pela manhã
-23.253736,-45.9093299,11/02/2016 de madrugada
-22.5745268,-44.9719957,03/02/2016 de madrugada
-23.1923982,-45.8690877,26/02/2016 pela manhã
-22.5633601,-44.912408,06/02/2016 de madrugada
-23.1626867,-45.961758,18/02/2016 a tarde
-23.6762468,-45.447574,15/02/2016 a tarde
-22.8123118,-45.1948483,15/02/2016 a tarde
-22.731775,-45.0960863,16/02/2016 a noite
-23.2685764,-46.0704703,12/02/2016 de madrugada
-22.9564839,-45.4550801,29/02/2016 a tarde
-23.0469272,-45.5185783,02/02/2016 a noite
-22.9400374,-45.47183,03/02/2016 a noite
-23.1843458,-45.8564189,26/02/2016 a tarde
-22.5633601,-44.912408,13/02/2016 de madrugada
-22.8169625,-45.1984524,09/02/2016 a noite
-23.267941,-45.866257,01/02/2016 de madrugada
-23.3116724,-45.9823067,22/02/2016 pela manhã
-23.2284161,-45.815078,01/02/2016 a noite
-23.3116724,-45.9823067,23/02/2016 pela manhã
-22.7288606,-45.08532280000001,03/02/2016 a noite
-22.7466237,-45.6047183,06/02/2016 de madrugada
-23.1685681,-45.8171831,02/02/2016 pela manhã
-22.8995186,-45.3026249,24/02/2016 a noite
-23.2896035,-45.9628416,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,03/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.1039509,-45.69918879999999,04/02/2016 pela manhã
-23.0345601,-45.6266879,11/02/2016 a tarde
-23.1969045,-45.7901896,05/02/2016 pela manhã
-22.9427384,-45.4157011,03/02/2016 a tarde
-23.1748323,-45.8253784,11/02/2016 a noite
-22.9225999,-45.4580235,05/02/2016 a noite
-22.9635283,-45.4139651,07/02/2016 a noite
-22.9228404,-45.4684925,07/02/2016 a noite
-23.2931926,-45.9599637,05/02/2016 de madrugada
-23.2259875,-45.8087362,16/02/2016 pela manhã
-22.9424046,-45.60198330000001,20/02/2016 a noite
-22.9621785,-45.5524992,22/02/2016 de madrugada
-22.9293722,-45.4573113,08/02/2016 a noite
-23.2964438,-45.9299436,11/02/2016 pela manhã
-23.2997854,-45.9614361,03/02/2016 a noite
-23.2997854,-45.9614361,03/02/2016 a noite
-23.2430944,-45.8264535,18/02/2016 de madrugada
-23.2430944,-45.8264535,18/02/2016 de madrugada
-23.3099768,-45.8964338,03/02/2016 a noite
-23.2208022,-45.7951588,19/02/2016 pela manhã
-23.2729418,-45.8666131,19/02/2016 a tarde
-23.2972417,-45.9646856,29/02/2016 a tarde
-23.3258048,-46.0309118,05/02/2016 a noite
-23.2404003,-45.8912212,23/02/2016 pela manhã
-23.2208258,-45.7951861,23/02/2016 de madrugada
-23.0184167,-45.5593847,26/02/2016 a tarde
-22.8466728,-45.2461967,06/02/2016 a tarde
-23.068115,-45.63776499999999,04/02/2016 pela manhã
-23.117095,-45.7156186,03/02/2016 de madrugada
-23.117095,-45.7156186,03/02/2016 de madrugada
-23.2707243,-45.8623753,25/02/2016 pela manhã
-23.1084757,-45.6804849,03/02/2016 a noite
-23.0718962,-45.64542549999999,04/02/2016 pela manhã
-23.2972831,-45.9598928,23/02/2016 a tarde
-23.2584677,-45.9016895,13/02/2016 a noite
-23.1126771,-45.7104136,08/02/2016 a noite
-23.3111533,-45.9532322,14/02/2016 pela manhã
-23.1550062,-45.7913837,16/02/2016 a tarde
-22.9603804,-45.4872689,29/02/2016 a noite
-21.7092233,-46.8255325,13/02/2016 de madrugada
-23.3116397,-46.0022567,16/02/2016 a noite
-23.2885867,-45.95938880000001,16/02/2016 a noite
-23.3144328,-45.9595681,18/02/2016 pela manhã
-23.1029231,-45.7083369,11/02/2016 a tarde
-23.3059672,-45.9675986,20/02/2016 de madrugada
-23.0218762,-45.5227835,04/02/2016 de madrugada
-23.0430959,-45.6079848,15/02/2016 pela manhã
-22.8429467,-45.2526917,22/02/2016 a noite
-23.2927445,-45.9555737,25/02/2016 a noite
-23.0378657,-45.6314211,26/02/2016 a noite
-23.0378657,-45.6314211,26/02/2016 a noite
-23.1011656,-45.70104629999999,16/02/2016 a noite
-23.0112282,-45.5771686,08/02/2016 de madrugada
-23.0718962,-45.64542549999999,17/02/2016 a noite
-23.0718962,-45.64542549999999,17/02/2016 a noite
-23.1028245,-45.7069962,18/02/2016 a tarde
-23.0718962,-45.64542549999999,25/02/2016 a tarde
-23.1766796,-45.85387350000001,03/02/2016 a noite
-23.1101973,-45.7137093,22/02/2016 a noite
-23.1410153,-45.776575,04/02/2016 a noite
-23.1927125,-45.9011225,05/02/2016 a noite
-23.0945812,-45.7009175,24/02/2016 de madrugada
-23.1056143,-45.7033012,24/02/2016 a noite
